XX:MaxNewSize,Xms,Xmx,protocol,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,Throughput
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,500,10,50,FALSE,20000,TRUE,2048,5555.761324
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,50,50,TRUE,20000,TRUE,2048,3831.466558
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,1000,100,250,100,50,TRUE,20000,FALSE,1024,7135.721421
128,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,50,50,TRUE,20000,FALSE,1024,6123.448726
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,500,10,100,FALSE,20000,FALSE,1024,5606.53348
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,250,100,50,TRUE,20000,FALSE,1024,6067.347558
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,100,250,100,100,TRUE,20000,FALSE,2048,5004.337092
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,1000,100,250,100,200,FALSE,20000,TRUE,1024,6611.278842
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,1000,100,500,50,100,FALSE,20000,FALSE,1024,6400.136536
256,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,100,50,TRUE,20000,FALSE,2048,6788.405404
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,100,500,10,50,FALSE,20000,TRUE,1024,2601.344028
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,250,50,200,FALSE,20000,TRUE,1024,5972.169689
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,100,250,100,100,TRUE,20000,FALSE,1024,6268.151522
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,10,50,TRUE,20000,FALSE,2048,6179.451265
256,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,500,10,200,TRUE,20000,TRUE,1024,5905.27932
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,100,250,10,100,FALSE,20000,TRUE,1024,3309.468389
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,200,100,250,50,100,TRUE,20000,FALSE,1024,5750.32106
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,10,50,TRUE,20000,TRUE,1024,5721.369314
64,128,256,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,500,10,50,TRUE,20000,TRUE,1024,4151.272365
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,500,25,500,50,200,TRUE,20000,TRUE,1024,5044.560282
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,500,25,500,50,200,FALSE,20000,TRUE,1024,5275.467318
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,500,25,500,50,100,FALSE,20000,FALSE,1024,4846.83986
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,500,50,100,FALSE,20000,FALSE,1024,7209.805335
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,25,250,100,50,FALSE,20000,FALSE,1024,6415.465549
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,25,500,50,50,TRUE,20000,FALSE,1024,5904.465744
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,1000,25,500,100,50,TRUE,20000,FALSE,1024,4520.931915
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,1000,25,250,100,100,FALSE,20000,FALSE,2048,5283.271402
64,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,1000,25,500,100,100,FALSE,20000,TRUE,2048,6233.766234
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,250,50,100,TRUE,20000,FALSE,1024,6382.978723
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,500,100,200,TRUE,20000,FALSE,1024,5700.279314
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,50,200,TRUE,20000,TRUE,1024,3926.59878
64,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,25,500,10,200,FALSE,20000,TRUE,2048,4993.092888
256,256,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,25,500,50,200,FALSE,20000,TRUE,2048,6286.672255
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,250,10,50,FALSE,20000,TRUE,2048,6942.35531
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,250,100,200,TRUE,20000,TRUE,2048,3552.355804
64,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,25,250,50,50,FALSE,20000,TRUE,1024,6601.386291
64,64,256,org.apache.coyote.http11.Http11AprProtocol,4096,200,25,250,10,200,TRUE,20000,FALSE,2048,4457.652303
64,128,256,org.apache.coyote.http11.Http11Protocol,16384,200,25,250,50,100,FALSE,20000,FALSE,1024,5778.899312
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,50,50,FALSE,20000,TRUE,2048,5854.45817
64,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,25,500,100,200,TRUE,20000,FALSE,1024,6219.034391
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,500,10,100,FALSE,20000,TRUE,1024,7052.683546
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,500,100,50,TRUE,20000,TRUE,1024,6480.461409
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,200,25,500,10,100,TRUE,20000,TRUE,1024,4612.829817
128,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,200,25,500,10,200,TRUE,20000,FALSE,2048,6251.172095
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,25,500,10,100,FALSE,20000,FALSE,1024,7281.730139
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,100,200,FALSE,30000,FALSE,2048,5528.629084
128,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,75,50,50,TRUE,30000,FALSE,1024,7146.260124
128,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,75,50,100,FALSE,30000,FALSE,2048,7884.984361
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,75,10,50,FALSE,30000,FALSE,2048,7137.588922
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,50,200,TRUE,30000,TRUE,1024,6769.258541
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,10,50,FALSE,30000,FALSE,2048,5427.702996
256,256,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,50,200,TRUE,30000,TRUE,2048,3556.946717
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,250,50,50,TRUE,30000,FALSE,2048,7164.863509
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,75,50,200,TRUE,30000,FALSE,1024,6125.4492
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,75,10,200,TRUE,30000,TRUE,1024,4197.271773
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,100,200,FALSE,30000,TRUE,2048,6149.935426
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,250,50,100,TRUE,30000,TRUE,2048,6651.147323
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,10,100,TRUE,30000,TRUE,2048,5796.205418
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,100,50,FALSE,30000,FALSE,1024,4549.590537
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,50,75,50,100,FALSE,30000,FALSE,2048,6803.029616
64,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,50,75,100,100,TRUE,30000,TRUE,1024,6420.133539
64,64,128,org.apache.coyote.http11.Http11Protocol,4096,1000,50,75,50,50,FALSE,30000,TRUE,1024,6465.238567
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,100,100,TRUE,30000,FALSE,1024,6958.13522
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,75,50,200,TRUE,30000,TRUE,2048,6653.950228
64,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,500,10,200,FALSE,30000,FALSE,1024,6648.788812
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,50,75,10,100,TRUE,30000,TRUE,1024,5895.067793
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,250,10,50,FALSE,30000,TRUE,1024,7695.662212
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,50,50,TRUE,30000,FALSE,2048,6629.101757
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,50,TRUE,30000,FALSE,2048,6249.47921
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,10,200,TRUE,30000,TRUE,1024,3508.361595
64,128,256,org.apache.coyote.http11.Http11Protocol,16384,200,50,75,50,50,FALSE,30000,FALSE,1024,4572.334329
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,250,100,100,FALSE,30000,FALSE,1024,7622.725887
256,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,100,TRUE,30000,FALSE,2048,5020.584396
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,50,75,50,200,TRUE,30000,FALSE,2048,4538.852578
64,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,100,50,FALSE,30000,FALSE,1024,7309.763407
64,128,512,org.apache.coyote.http11.Http11Protocol,16384,200,50,75,50,50,FALSE,30000,TRUE,1024,4486.786414
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,50,FALSE,30000,FALSE,1024,4511.413877
256,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,200,50,75,50,100,FALSE,30000,TRUE,2048,3472.58395
64,128,256,org.apache.coyote.http11.Http11Protocol,8192,200,50,250,100,100,TRUE,30000,FALSE,1024,5635.601976
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,200,TRUE,30000,FALSE,1024,3521.374745
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,250,10,200,FALSE,30000,TRUE,1024,6050.582873
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,50,75,50,50,FALSE,30000,TRUE,2048,4485.914229
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,250,10,200,FALSE,30000,FALSE,1024,6820.972216
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,500,100,500,10,50,FALSE,30000,FALSE,1024,4618.937644
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,500,10,50,TRUE,30000,TRUE,1024,7431.813115
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,10,200,FALSE,30000,FALSE,2048,6895.125147
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,250,50,100,FALSE,30000,FALSE,2048,4176.004677
128,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,100,200,FALSE,30000,FALSE,1024,6101.033108
64,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,100,250,100,50,TRUE,30000,TRUE,1024,6945.730691
128,128,256,org.apache.coyote.http11.Http11Protocol,8192,500,100,500,50,100,TRUE,30000,FALSE,2048,6461.757167
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,100,250,50,50,FALSE,30000,TRUE,2048,5198.315746
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,100,250,100,50,TRUE,30000,FALSE,2048,6592.247517
256,256,512,org.apache.coyote.http11.Http11Protocol,4096,500,100,500,100,100,TRUE,30000,FALSE,1024,4528.37024
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,500,100,500,100,200,FALSE,30000,TRUE,2048,6038.161179
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,100,50,FALSE,30000,TRUE,2048,6367.398918
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,50,200,TRUE,30000,FALSE,1024,7451.379747
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,100,100,FALSE,30000,TRUE,1024,4886.311812
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,500,10,100,FALSE,30000,TRUE,1024,6938.341274
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,50,50,TRUE,30000,FALSE,1024,3958.932672
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,1000,100,250,50,100,FALSE,30000,TRUE,1024,6471.095772
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,100,100,FALSE,30000,TRUE,1024,6711.109123
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,100,250,50,200,FALSE,30000,FALSE,2048,6837.762684
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,500,50,50,FALSE,30000,TRUE,1024,4270.037149
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,1000,100,250,100,100,TRUE,30000,TRUE,2048,5857.773265
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,250,100,200,FALSE,30000,FALSE,1024,7021.157087
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,250,50,100,TRUE,30000,TRUE,2048,5682.679194
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,100,100,FALSE,30000,FALSE,1024,6939.14371
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,1000,100,250,10,200,TRUE,30000,TRUE,1024,6368.345079
64,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,500,100,50,TRUE,30000,TRUE,1024,6580.82348
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,10,100,TRUE,30000,FALSE,2048,5991.970759
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,250,10,200,TRUE,30000,TRUE,1024,5140.859552
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,200,100,250,10,200,TRUE,30000,FALSE,2048,5308.700961
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,200,100,500,10,50,TRUE,30000,FALSE,1024,4195.393458
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,250,10,50,FALSE,30000,FALSE,1024,5394.907208
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,500,10,50,FALSE,30000,TRUE,1024,3881.485315
64,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,100,250,50,50,FALSE,30000,FALSE,1024,6771.856166
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,200,100,250,10,50,TRUE,30000,FALSE,1024,5859.031697
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,10,200,FALSE,30000,FALSE,2048,3764.398826
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,200,100,250,100,100,FALSE,30000,TRUE,1024,5174.554988
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,100,100,FALSE,30000,TRUE,1024,7334.604665
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,50,200,FALSE,30000,FALSE,1024,7147.111376
64,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,50,200,TRUE,30000,FALSE,2048,5587.320507
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,200,100,250,50,50,FALSE,30000,FALSE,1024,4536.724787
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,500,10,200,TRUE,30000,TRUE,1024,6117.080929
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,25,500,50,200,FALSE,30000,TRUE,2048,3914.660403
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,500,25,250,100,50,FALSE,30000,FALSE,1024,4820.825968
64,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,25,500,10,100,FALSE,30000,TRUE,1024,6592.247517
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,500,50,200,FALSE,30000,TRUE,2048,3811.798788
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,500,25,500,100,200,TRUE,30000,TRUE,2048,5820.157144
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,25,250,10,100,TRUE,30000,FALSE,2048,6892.907198
128,64,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,250,50,50,TRUE,30000,FALSE,2048,7128.599943
64,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,50,50,TRUE,30000,TRUE,1024,6832.467887
64,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,250,50,50,FALSE,30000,FALSE,2048,8243.570015
64,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,100,50,TRUE,30000,FALSE,1024,6217.874316
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,100,50,TRUE,30000,FALSE,2048,7234.668532
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,250,50,200,TRUE,30000,FALSE,2048,6184.419386
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,25,500,10,100,TRUE,30000,FALSE,2048,5584.720206
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,1000,25,500,10,50,FALSE,30000,FALSE,1024,6584.145378
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,50,100,FALSE,30000,FALSE,1024,4091.764642
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,25,250,10,200,FALSE,30000,TRUE,2048,5875.210528
256,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,250,100,50,TRUE,30000,TRUE,1024,6190.034045
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,200,25,250,50,50,FALSE,30000,TRUE,2048,4422.495762
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,25,500,100,200,TRUE,30000,TRUE,1024,5332.669712
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,25,250,50,100,TRUE,30000,FALSE,1024,4915.615271
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,250,10,50,TRUE,30000,TRUE,1024,6411.763449
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,25,500,10,200,TRUE,30000,FALSE,1024,2958.959235
64,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,25,250,50,50,TRUE,30000,TRUE,1024,3264.844158
256,128,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,10,50,FALSE,30000,TRUE,1024,5321.885367
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,50,50,TRUE,30000,FALSE,2048,6653.802648
128,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,10,100,TRUE,30000,FALSE,1024,6070.785357
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,10,100,TRUE,30000,FALSE,2048,5973.596703
